gene_id,combined_name,bin,n_genomes
WP_015528620.1,MULTISPECIES: cytidylate kinase-like family protein [Mediterraneibacter],Bin 9,2
WP_015528623.1,hypothetical protein [[Ruminococcus] torques],Bin 9,2
WP_015529945.1,MULTISPECIES: AAA family ATPase [Mediterraneibacter],Bin 9,2
WP_015530044.1,helix-turn-helix transcriptional regulator [[Ruminococcus] torques],Bin 9,2
WP_015530129.1,Cna B-type domain-containing protein [[Ruminococcus] torques],Bin 9,2
WP_055039927.1,MULTISPECIES: DUF4315 family protein [Lachnospiraceae],Bin 9,2
WP_055162966.1,MULTISPECIES: SPFH domain-containing protein [Mediterraneibacter],Bin 9,2
WP_117827355.1,MULTISPECIES: APC family permease [Mediterraneibacter],Bin 9,2
WP_117827356.1,MULTISPECIES: iron-containing alcohol dehydrogenase [Mediterraneibacter],Bin 9,2
WP_117889835.1,MULTISPECIES: aspartate aminotransferase family protein [Mediterraneibacter],Bin 9,2
WP_117889854.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 9,2
WP_117889864.1,MULTISPECIES: TraX family protein [Mediterraneibacter],Bin 9,2
WP_117889865.1,MULTISPECIES: ethanolamine utilization protein EutH [Mediterraneibacter],Bin 9,2
WP_117889867.1,MULTISPECIES: PTS mannose/fructose/sorbose/N-acetylgalactosamine transporter subunit IIC [Mediterraneibacter],Bin 9,2
WP_117889868.1,MULTISPECIES: PTS sugar transporter subunit IIB [Mediterraneibacter],Bin 9,2
WP_117889869.1,MULTISPECIES: SIS domain-containing protein [Mediterraneibacter],Bin 9,2
WP_117889870.1,MULTISPECIES: GntR family transcriptional regulator [Mediterraneibacter],Bin 9,2
WP_117889871.1,MULTISPECIES: winged helix-turn-helix domain-containing protein [Mediterraneibacter],Bin 9,2
WP_117889907.1,MULTISPECIES: TOTE conflict system archaeo-eukaryotic primase domain-containing protein [Mediterraneibacter],Bin 9,2
WP_117889943.1,MULTISPECIES: AAA-like domain-containing protein [Mediterraneibacter],Bin 9,2
WP_117890015.1,MULTISPECIES: IS4 family transposase [Mediterraneibacter],Bin 9,2
WP_117890029.1,MULTISPECIES: DegT/DnrJ/EryC1/StrS family aminotransferase [Mediterraneibacter],Bin 9,2
WP_117890114.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 9,2
WP_117890123.1,MULTISPECIES: nucleotidyltransferase domain-containing protein [Mediterraneibacter],Bin 9,2
WP_117890124.1,MULTISPECIES: DUF2828 family protein [Mediterraneibacter],Bin 9,2
WP_117890125.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 9,2
WP_117890126.1,MULTISPECIES: RtcB family protein [Mediterraneibacter],Bin 9,2
WP_117890127.1,MULTISPECIES: WYL domain-containing protein [Mediterraneibacter],Bin 9,2
WP_117890233.1,MULTISPECIES: alpha-L-rhamnosidase [Mediterraneibacter],Bin 9,2
WP_117890234.1,MULTISPECIES: MFS transporter [Mediterraneibacter],Bin 9,2
WP_117890235.1,MULTISPECIES: glycoside hydrolase family 3 C-terminal domain-containing protein [Mediterraneibacter],Bin 9,2
WP_117890236.1,MULTISPECIES: helix-turn-helix domain-containing protein [Mediterraneibacter],Bin 9,2
WP_117890238.1,MULTISPECIES: GDSL-type esterase/lipase family protein [Mediterraneibacter],Bin 9,2
WP_117890284.1,MULTISPECIES: acyltransferase [Mediterraneibacter],Bin 9,2
WP_117890285.1,MULTISPECIES: CDP-glycerol glycerophosphotransferase family protein [Mediterraneibacter],Bin 9,2
WP_117890286.1,MULTISPECIES: lipopolysaccharide biosynthesis protein [Mediterraneibacter],Bin 9,2
WP_117890287.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 9,2
WP_117890290.1,MULTISPECIES: glycosyltransferase family 4 protein [Mediterraneibacter],Bin 9,2
WP_117890291.1,MULTISPECIES: WecB/TagA/CpsF family glycosyltransferase [Mediterraneibacter],Bin 9,2
WP_117890293.1,MULTISPECIES: HAD-IIIA family hydrolase [Mediterraneibacter],Bin 9,2
WP_117890559.1,MULTISPECIES: ATP-binding protein [Mediterraneibacter],Bin 9,2
WP_117890869.1,MULTISPECIES: signal peptidase I [Clostridia],Bin 9,2
WP_117890870.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 9,2
WP_117890871.1,MULTISPECIES: class B sortase [Mediterraneibacter],Bin 9,2
WP_117890872.1,MULTISPECIES: class B sortase [Mediterraneibacter],Bin 9,2
WP_117890889.1,helix-turn-helix domain-containing protein [[Ruminococcus] torques],Bin 9,2
WP_117890893.1,MULTISPECIES: site-specific tyrosine recombinase/integron integrase [Mediterraneibacter],Bin 9,2
WP_117891054.1,MULTISPECIES: tyrosine-type recombinase/integrase [Mediterraneibacter],Bin 9,2
WP_117891106.1,MULTISPECIES: SpaH/EbpB family LPXTG-anchored major pilin [Mediterraneibacter],Bin 9,2
WP_117891107.1,MULTISPECIES: pilin N-terminal domain-containing protein [Mediterraneibacter],Bin 9,2
WP_147342861.1,MULTISPECIES: acyltransferase [Mediterraneibacter],Bin 9,2
WP_147342866.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 9,2
WP_181966612.1,MULTISPECIES: DNA gyrase subunit A [Mediterraneibacter],Bin 9,2
WP_181986641.1,MULTISPECIES: class C sortase [Mediterraneibacter],Bin 9,2
WP_226861300.1,MULTISPECIES: HAD family hydrolase [Mediterraneibacter],Bin 9,2
WP_243005337.1,MULTISPECIES: PF20097 family protein [Mediterraneibacter],Bin 9,2
WP_243132231.1,MULTISPECIES: WYL domain-containing protein [Mediterraneibacter],Bin 9,2
WP_243132242.1,MULTISPECIES: serine O-acetyltransferase [Mediterraneibacter],Bin 9,2
WP_243132248.1,MULTISPECIES: GGDEF domain-containing protein [Mediterraneibacter],Bin 9,2
WP_243132281.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 9,2
WP_243441213.1,Rpn family recombination-promoting nuclease/putative transposase [[Ruminococcus] torques],Bin 9,2
WP_270364126.1,MULTISPECIES: potassium-transporting ATPase subunit C [Mediterraneibacter],Bin 9,2
WP_008374212.1,MULTISPECIES: TnpV protein [Bacillota],Bin 10,2
WP_008374214.1,MULTISPECIES: DUF6262 family protein [Bacillota],Bin 10,2
WP_008374249.1,MULTISPECIES: helix-turn-helix domain-containing protein [Bacillota],Bin 10,2
WP_008707461.1,MULTISPECIES: response regulator transcription factor [Bacillota],Bin 10,2
WP_008707470.1,MULTISPECIES: ABC transporter ATP-binding protein [Bacillota],Bin 10,2
WP_013976760.1,MULTISPECIES: helix-turn-helix domain-containing protein [Bacillota],Bin 10,2
WP_015521696.1,MULTISPECIES: hypothetical protein [Bacillota],Bin 10,2
WP_015521697.1,MULTISPECIES: ABC transporter ATP-binding protein [Bacillota],Bin 10,2
WP_022037030.1,MULTISPECIES: ABC transporter permease [Bacillota],Bin 10,2
WP_025580964.1,MULTISPECIES: HAMP domain-containing sensor histidine kinase [Bacillota],Bin 10,2
WP_025580965.1,MULTISPECIES: response regulator transcription factor [Bacillota],Bin 10,2
WP_044999283.1,MULTISPECIES: hypothetical protein [Bacteria],Bin 10,2
WP_054753043.1,MULTISPECIES: nucleoside phosphorylase [Mediterraneibacter],Bin 10,2
WP_054753524.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 10,2
WP_054753526.1,MULTISPECIES: YccF domain-containing protein [Mediterraneibacter],Bin 10,2
WP_055057201.1,MULTISPECIES: hypothetical protein [Bacillota],Bin 10,2
WP_055066700.1,MULTISPECIES: sensor histidine kinase [Clostridia],Bin 10,2
WP_055145164.1,MULTISPECIES: helix-turn-helix domain-containing protein [Lachnospiraceae],Bin 10,2
WP_055145183.1,MULTISPECIES: hypothetical protein [Bacillati],Bin 10,2
WP_055145187.1,MULTISPECIES: recombinase family protein [Bacillota],Bin 10,2
WP_055145192.1,MULTISPECIES: hypothetical protein [Bacillota],Bin 10,2
WP_055145197.1,MULTISPECIES: hypothetical protein [Bacillota],Bin 10,2
WP_055145200.1,MULTISPECIES: DUF6551 family protein [Lachnospiraceae],Bin 10,2
WP_055145439.1,class I adenylate-forming enzyme family protein [[Ruminococcus] torques],Bin 10,2
WP_055146008.1,MULTISPECIES: L-rhamnose mutarotase [Mediterraneibacter],Bin 10,2
WP_055146011.1,MULTISPECIES: rhamnose ABC transporter substrate-binding protein [Mediterraneibacter],Bin 10,2
WP_055146014.1,MULTISPECIES: ABC transporter permease [Mediterraneibacter],Bin 10,2
WP_055146017.1,MULTISPECIES: ABC transporter permease [Mediterraneibacter],Bin 10,2
WP_055146020.1,MULTISPECIES: sugar ABC transporter ATP-binding protein [Mediterraneibacter],Bin 10,2
WP_055146023.1,MULTISPECIES: response regulator transcription factor [Mediterraneibacter],Bin 10,2
WP_055146026.1,MULTISPECIES: sensor histidine kinase [Mediterraneibacter],Bin 10,2
WP_055146374.1,MULTISPECIES: DUF58 domain-containing protein [Mediterraneibacter],Bin 10,2
WP_055146377.1,MULTISPECIES: AAA family ATPase [Mediterraneibacter],Bin 10,2
WP_055146559.1,MULTISPECIES: class C sortase [Mediterraneibacter],Bin 10,2
WP_055146912.1,ABC transporter permease [[Ruminococcus] torques],Bin 10,2
WP_055147228.1,amino acid adenylation domain-containing protein [[Ruminococcus] torques],Bin 10,2
WP_055147243.1,MULTISPECIES: FAD-dependent oxidoreductase [Mediterraneibacter],Bin 10,2
WP_055147246.1,MULTISPECIES: MerR family transcriptional regulator [Mediterraneibacter],Bin 10,2
WP_055148019.1,MULTISPECIES: ribokinase [Mediterraneibacter],Bin 10,2
WP_055148022.1,ABC transporter permease [[Ruminococcus] torques],Bin 10,2
WP_055148025.1,ABC transporter ATP-binding protein [[Ruminococcus] torques],Bin 10,2
WP_055148413.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 10,2
WP_055148500.1,MULTISPECIES: metallophosphoesterase [Mediterraneibacter],Bin 10,2
WP_055148502.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 10,2
WP_055148503.1,MULTISPECIES: 8-oxoguanine deaminase [Mediterraneibacter],Bin 10,2
WP_055148845.1,MULTISPECIES: CpXC domain-containing protein [Clostridia],Bin 10,2
WP_055148849.1,ParB/RepB/Spo0J family partition protein [[Ruminococcus] torques],Bin 10,2
WP_055148851.1,MULTISPECIES: ParB/RepB/Spo0J family partition protein [Lachnospiraceae],Bin 10,2
WP_055172365.1,MULTISPECIES: SpaA isopeptide-forming pilin-related protein [Mediterraneibacter],Bin 10,2
WP_070103771.1,hypothetical protein [[Ruminococcus] torques],Bin 10,2
WP_070103775.1,MULTISPECIES: class C sortase [Mediterraneibacter],Bin 10,2
WP_081016844.1,MULTISPECIES: transglutaminaseTgpA domain-containing protein [Mediterraneibacter],Bin 10,2
WP_155492252.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 10,2
WP_195937051.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 10,2
WP_195937052.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 10,2
WP_207643079.1,hypothetical protein [[Ruminococcus] torques],Bin 10,2
WP_226865832.1,MULTISPECIES: ABC transporter permease [Mediterraneibacter],Bin 10,2
WP_242849348.1,MULTISPECIES: tyrosine-type recombinase/integrase [Lachnospiraceae],Bin 10,2
WP_242849362.1,hypothetical protein [[Ruminococcus] torques],Bin 10,2
WP_242857181.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 10,2
WP_242863962.1,MULTISPECIES: LCP family protein [Mediterraneibacter],Bin 10,2
WP_015528463.1,MULTISPECIES: nitroreductase family protein [Clostridia],Bin 11,4
WP_015528464.1,MULTISPECIES: helix-turn-helix domain-containing protein [Clostridia],Bin 11,4
WP_015528465.1,MULTISPECIES: cupin domain-containing protein [Lachnospiraceae],Bin 11,4
WP_015528469.1,MULTISPECIES: LytR/AlgR family response regulator transcription factor [Clostridia],Bin 11,4
WP_015528470.1,MULTISPECIES: dicarboxylate/amino acid:cation symporter [Clostridia],Bin 11,4
WP_015528472.1,MULTISPECIES: 4'-phosphopantetheinyl transferase superfamily protein [Lachnospiraceae],Bin 11,4
WP_015528473.1,MULTISPECIES: AMP-binding protein [Clostridia],Bin 11,4
WP_015528476.1,MULTISPECIES: Gfo/Idh/MocA family oxidoreductase [Clostridia],Bin 11,4
WP_015528478.1,MULTISPECIES: helix-turn-helix transcriptional regulator [Clostridia],Bin 11,4
WP_015528480.1,MULTISPECIES: heavy-metal-associated domain-containing protein [Clostridia],Bin 11,4
WP_015528484.1,MULTISPECIES: MATE family efflux transporter [Clostridia],Bin 11,4
WP_015528485.1,MULTISPECIES: FeoA domain-containing protein [Clostridia],Bin 11,4
WP_015528486.1,MULTISPECIES: ferrous iron transport protein B [Clostridia],Bin 11,4
WP_015528487.1,MULTISPECIES: FeoB-associated Cys-rich membrane protein [Clostridia],Bin 11,4
WP_015528488.1,MULTISPECIES: AraC family transcriptional regulator [Clostridia],Bin 11,4
WP_015528491.1,MULTISPECIES: cyclic lactone autoinducer peptide [Bacillota],Bin 11,4
WP_015528492.1,MULTISPECIES: accessory gene regulator ArgB-like protein [Bacillota],Bin 11,4
WP_015528493.1,MULTISPECIES: hypothetical protein [Clostridia],Bin 11,4
WP_015528848.1,MULTISPECIES: BCCT family transporter [Mediterraneibacter],Bin 11,4
WP_015529038.1,hypothetical protein [[Ruminococcus] torques],Bin 11,4
WP_055039887.1,MULTISPECIES: LytTR family DNA-binding domain-containing protein [Clostridia],Bin 11,4
WP_055039891.1,MULTISPECIES: metal-sensing transcriptional repressor [Clostridia],Bin 11,4
WP_055039892.1,MULTISPECIES: heavy metal translocating P-type ATPase [Clostridia],Bin 11,4
WP_055039893.1,MULTISPECIES: helix-turn-helix transcriptional regulator [Clostridia],Bin 11,4
WP_092073430.1,MULTISPECIES: Cof-type HAD-IIB family hydrolase [Lachnospiraceae],Bin 11,4
WP_109273668.1,MULTISPECIES: thioesterase II family protein [Lachnospiraceae],Bin 11,4
WP_109273673.1,MULTISPECIES: radical SAM protein [Clostridia],Bin 11,4
WP_109273678.1,MULTISPECIES: ATP-binding protein [Lachnospiraceae],Bin 11,4
WP_117498652.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 11,4
WP_117541810.1,MULTISPECIES: Uma2 family endonuclease [Mediterraneibacter],Bin 11,4
WP_117542644.1,MULTISPECIES: type II toxin-antitoxin system HicA family toxin [Mediterraneibacter],Bin 11,4
WP_117568170.1,MULTISPECIES: RNA polymerase sigma factor [Mediterraneibacter],Bin 11,4
WP_117569038.1,MULTISPECIES: MurR/RpiR family transcriptional regulator [Mediterraneibacter],Bin 11,4
WP_117804417.1,MULTISPECIES: non-ribosomal peptide synthetase [Lachnospiraceae],Bin 11,4
WP_117804418.1,MULTISPECIES: non-ribosomal peptide synthetase [Lachnospiraceae],Bin 11,4
WP_117804419.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 11,4
WP_117805351.1,MULTISPECIES: ABC transporter ATP-binding protein [Lachnospiraceae],Bin 11,4
WP_117861228.1,MULTISPECIES: ABC transporter permease subunit [Mediterraneibacter],Bin 11,4
WP_117861368.1,MULTISPECIES: kinase [Mediterraneibacter],Bin 11,4
WP_117890027.1,MULTISPECIES: dTDP-glucose 4 6-dehydratase [Mediterraneibacter],Bin 11,4
WP_117890044.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 11,4
WP_117890099.1,MULTISPECIES: NCS2 family permease [Mediterraneibacter],Bin 11,4
WP_117890431.1,MULTISPECIES: phosphotransferase [Mediterraneibacter],Bin 11,4
WP_117890432.1,MULTISPECIES: NTP transferase domain-containing protein [Mediterraneibacter],Bin 11,4
WP_117890648.1,MULTISPECIES: ABC transporter ATP-binding protein [Mediterraneibacter],Bin 11,4
WP_117890649.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 11,4
WP_117890814.1,MULTISPECIES: DNA methylase [Mediterraneibacter],Bin 11,4
WP_117890940.1,MULTISPECIES: helix-turn-helix domain-containing protein [Mediterraneibacter],Bin 11,4
WP_117890943.1,MULTISPECIES: PTS transporter subunit EIIC [Mediterraneibacter],Bin 11,4
WP_117890944.1,MULTISPECIES: glycosyl hydrolase family 95 catalytic domain-containing protein [Mediterraneibacter],Bin 11,4
WP_117890963.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 11,4
WP_117890964.1,MULTISPECIES: type II toxin-antitoxin system HicB family antitoxin [Mediterraneibacter],Bin 11,4
WP_117891096.1,MULTISPECIES: DUF4179 domain-containing protein [Mediterraneibacter],Bin 11,4
WP_118113823.1,MULTISPECIES: SdpI family protein [Mediterraneibacter],Bin 11,4
WP_155203109.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 11,4
WP_181974474.1,ABC transporter [[Ruminococcus] torques],Bin 11,4
WP_181974484.1,MULTISPECIES: SufD family Fe-S cluster assembly protein [Lachnospiraceae],Bin 11,4
WP_181986590.1,MULTISPECIES: radical SAM protein [Lachnospiraceae],Bin 11,4
WP_181986623.1,MULTISPECIES: metallophosphoesterase [Mediterraneibacter],Bin 11,4
WP_207646721.1,MULTISPECIES: maltose acetyltransferase domain-containing protein [Lachnospiraceae],Bin 11,4
WP_004845176.1,hypothetical protein [[Ruminococcus] torques],Bin 12,4
WP_004846167.1,MULTISPECIES: DUF6431 domain-containing protein [Lachnospiraceae],Bin 12,4
WP_004846238.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 12,4
WP_004846246.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 12,4
WP_004846249.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 12,4
WP_004846250.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 12,4
WP_004846256.1,MULTISPECIES: DUF3310 domain-containing protein [Lachnospiraceae],Bin 12,4
WP_004846259.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 12,4
WP_004846264.1,DUF5906 domain-containing protein [[Ruminococcus] torques],Bin 12,4
WP_004846967.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 12,4
WP_004846969.1,MULTISPECIES: phage holin family protein [Lachnospiraceae],Bin 12,4
WP_004846970.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 12,4
WP_004846974.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 12,4
WP_004846985.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 12,4
WP_004846987.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 12,4
WP_004846988.1,MULTISPECIES: DUF7253 family protein [Lachnospiraceae],Bin 12,4
WP_004847004.1,MULTISPECIES: DUF2800 domain-containing protein [Lachnospiraceae],Bin 12,4
WP_004847005.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 12,4
WP_004847017.1,hypothetical protein [[Ruminococcus] torques],Bin 12,4
WP_004847024.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 12,4
WP_007868901.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 12,4
WP_009320503.1,tyrosine-type recombinase/integrase [[Ruminococcus] torques],Bin 12,4
WP_009320510.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 12,4
WP_009320517.1,hypothetical protein [[Ruminococcus] torques],Bin 12,4
WP_009320524.1,DUF6273 domain-containing protein [[Ruminococcus] torques],Bin 12,4
WP_009320526.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 12,4
WP_009320529.1,hypothetical protein [[Ruminococcus] torques],Bin 12,4
WP_009320537.1,hypothetical protein [[Ruminococcus] torques],Bin 12,4
WP_009320540.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 12,4
WP_009320542.1,hypothetical protein [[Ruminococcus] torques],Bin 12,4
WP_009320547.1,N-6 DNA methylase [[Ruminococcus] torques],Bin 12,4
WP_009320549.1,DEAD/DEAH box helicase family protein [[Ruminococcus] torques],Bin 12,4
WP_009320559.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 12,4
WP_009320562.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 12,4
WP_009320564.1,hypothetical protein [[Ruminococcus] torques],Bin 12,4
WP_009320567.1,helix-turn-helix transcriptional regulator [[Ruminococcus] torques],Bin 12,4
WP_009320568.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 12,4
WP_009320575.1,GH25 family lysozyme [[Ruminococcus] torques],Bin 12,4
WP_009320577.1,tape measure protein [[Ruminococcus] torques],Bin 12,4
WP_009320578.1,phage distal tail protein [[Ruminococcus] torques],Bin 12,4
WP_009320580.1,hypothetical protein [[Ruminococcus] torques],Bin 12,4
WP_009320582.1,reverse transcriptase domain-containing protein [[Ruminococcus] torques],Bin 12,4
WP_044929584.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 12,4
WP_044929587.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 12,4
WP_044998028.1,cell wall hydrolase [[Ruminococcus] torques],Bin 12,4
WP_129794698.1,hypothetical protein [[Ruminococcus] torques],Bin 12,4
WP_129794700.1,DUF6906 family protein [[Ruminococcus] torques],Bin 12,4
WP_162776432.1,hypothetical protein [[Ruminococcus] torques],Bin 12,4
WP_177533831.1,hypothetical protein [[Ruminococcus] torques],Bin 12,4
WP_227182376.1,hypothetical protein [[Ruminococcus] torques],Bin 12,4
WP_227190517.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 12,4
WP_270188194.1,hypothetical protein [[Ruminococcus] torques],Bin 12,4
WP_270188198.1,hypothetical protein [[Ruminococcus] torques],Bin 12,4
WP_270188283.1,DUF6353 family protein [[Ruminococcus] torques],Bin 12,4
WP_270620945.1,hypothetical protein [[Ruminococcus] torques],Bin 12,4
WP_270620947.1,DUF6353 family protein [[Ruminococcus] torques],Bin 12,4
WP_270620952.1,hypothetical protein [[Ruminococcus] torques],Bin 12,4
WP_270620953.1,siphovirus ReqiPepy6 Gp37-like family protein [[Ruminococcus] torques],Bin 12,4
WP_412208558.1,DUF5662 family protein [[Ruminococcus] torques],Bin 12,4
WP_004614154.1,MULTISPECIES: GntR family transcriptional regulator [Mediterraneibacter],Bin 13,2
WP_020436943.1,MULTISPECIES: DUF1848 domain-containing protein [Mediterraneibacter],Bin 13,2
WP_026649394.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 13,2
WP_028088187.1,MULTISPECIES: response regulator transcription factor [Lachnospiraceae],Bin 13,2
WP_055055120.1,MULTISPECIES: response regulator transcription factor [Lachnospiraceae],Bin 13,2
WP_055055122.1,MULTISPECIES: ABC transporter ATP-binding protein [Lachnospiraceae],Bin 13,2
WP_055156395.1,MULTISPECIES: DUF6664 family protein [Clostridia],Bin 13,2
WP_055156409.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 13,2
WP_055156818.1,YhgE/Pip domain-containing protein [[Ruminococcus] torques],Bin 13,2
WP_055157286.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 13,2
WP_055157288.1,MULTISPECIES: SGNH/GDSL hydrolase family protein [Mediterraneibacter],Bin 13,2
WP_055157525.1,MULTISPECIES: helix-turn-helix transcriptional regulator [Clostridia],Bin 13,2
WP_055157527.1,MULTISPECIES: helix-turn-helix domain-containing protein [Clostridia],Bin 13,2
WP_055157529.1,MULTISPECIES: response regulator transcription factor [Clostridia],Bin 13,2
WP_055157531.1,MULTISPECIES: sensor histidine kinase [Clostridia],Bin 13,2
WP_055157533.1,MULTISPECIES: ABC transporter ATP-binding protein [Clostridia],Bin 13,2
WP_055157535.1,MULTISPECIES: ABC transporter permease [Clostridia],Bin 13,2
WP_055157537.1,MULTISPECIES: cysteine-rich KTR domain-containing protein [Bacteria],Bin 13,2
WP_055157539.1,MULTISPECIES: RNA polymerase sigma factor [Clostridia],Bin 13,2
WP_055157542.1,MULTISPECIES: helix-turn-helix domain-containing protein [Bacteria],Bin 13,2
WP_055157972.1,MULTISPECIES: helix-turn-helix domain-containing protein [Mediterraneibacter],Bin 13,2
WP_055157974.1,MULTISPECIES: glycoside hydrolase family 2 TIM barrel-domain containing protein [Mediterraneibacter],Bin 13,2
WP_055157980.1,4Fe-4S binding protein [[Ruminococcus] torques],Bin 13,2
WP_055157982.1,MULTISPECIES: radical SAM/SPASM domain protein  ACGX system [Mediterraneibacter],Bin 13,2
WP_055157986.1,MULTISPECIES: winged helix-turn-helix transcriptional regulator [Mediterraneibacter],Bin 13,2
WP_055158004.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 13,2
WP_055158150.1,MULTISPECIES: helix-turn-helix domain-containing protein [Mediterraneibacter],Bin 13,2
WP_055158152.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 13,2
WP_055158191.1,MULTISPECIES: IS66 family insertion sequence element accessory protein TnpB [Bacillota],Bin 13,2
WP_055158193.1,MULTISPECIES: GntR family transcriptional regulator [Mediterraneibacter],Bin 13,2
WP_055158198.1,MULTISPECIES: ABC transporter substrate-binding protein [Mediterraneibacter],Bin 13,2
WP_055158423.1,MULTISPECIES: ATP-binding cassette domain-containing protein [Bacillota],Bin 13,2
WP_055158425.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 13,2
WP_055158427.1,MULTISPECIES: hypothetical protein [Bacillota],Bin 13,2
WP_055158433.1,MULTISPECIES: sensor histidine kinase [Lachnospiraceae],Bin 13,2
WP_055158435.1,MULTISPECIES: ABC transporter ATP-binding protein [Lachnospiraceae],Bin 13,2
WP_055158437.1,MULTISPECIES: ABC transporter permease [Lachnospiraceae],Bin 13,2
WP_055158574.1,MULTISPECIES: DUF4367 domain-containing protein [Mediterraneibacter],Bin 13,2
WP_055158600.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 13,2
WP_055158602.1,MULTISPECIES: class I SAM-dependent methyltransferase [Mediterraneibacter],Bin 13,2
WP_055171466.1,MULTISPECIES: ketopantoate reductase family protein [Mediterraneibacter],Bin 13,2
WP_055171469.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 13,2
WP_055171605.1,hypothetical protein [[Ruminococcus] torques],Bin 13,2
WP_055171800.1,MULTISPECIES: YjdF family protein [Mediterraneibacter],Bin 13,2
WP_055172388.1,MULTISPECIES: autorepressor SdpR family transcription factor [Bacillota],Bin 13,2
WP_055173585.1,hypothetical protein [[Ruminococcus] torques],Bin 13,2
WP_064773983.1,MULTISPECIES: LytR/AlgR family response regulator transcription factor [Mediterraneibacter],Bin 13,2
WP_194205068.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 13,2
WP_207643073.1,hypothetical protein [[Ruminococcus] torques],Bin 13,2
WP_233447195.1,MULTISPECIES: IS66 family insertion sequence element accessory protein TnpA [Mediterraneibacter],Bin 13,2
WP_242864007.1,MULTISPECIES: helix-turn-helix domain-containing protein [Mediterraneibacter],Bin 13,2
WP_242864014.1,hypothetical protein [[Ruminococcus] torques],Bin 13,2
WP_319017066.1,MULTISPECIES: DUF5412 family protein [Mediterraneibacter],Bin 13,2
WP_004843272.1,MULTISPECIES: hypothetical protein [Clostridia],Bin 14,2
WP_004843274.1,MULTISPECIES: HNH endonuclease [Clostridia],Bin 14,2
WP_004845623.1,hypothetical protein [[Ruminococcus] torques],Bin 14,2
WP_004845624.1,hypothetical protein [[Ruminococcus] torques],Bin 14,2
WP_004845631.1,MULTISPECIES: DUF4406 domain-containing protein [Lachnospiraceae],Bin 14,2
WP_004845632.1,hypothetical protein [[Ruminococcus] torques],Bin 14,2
WP_004845633.1,hypothetical protein [[Ruminococcus] torques],Bin 14,2
WP_004845634.1,DUF2800 domain-containing protein [[Ruminococcus] torques],Bin 14,2
WP_004845635.1,DUF2815 family protein [[Ruminococcus] torques],Bin 14,2
